Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
23,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-214-article_output,0.71642,0.22642,0.34409,0.43939,0.13744,0.20938,0.36923,0.11429,0.17455,0.32812,0.10048,0.15385,0.68657,0.21698,0.32975,0.32335,0.0476,0.08298,0.49118,0.04856,0.08838,0.49802,0.05023,0.09126
24,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-153-article_output,0.87097,0.54878,0.67332,0.74026,0.46531,0.57143,0.66667,0.41803,0.51385,0.61184,0.38272,0.47089,0.86452,0.54472,0.66833,0.61251,0.18682,0.28631,0.72568,0.28741,0.41175,0.7276,0.28953,0.41423
25,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-120-article_output,0.87192,0.58609,0.70099,0.72277,0.48505,0.58052,0.65174,0.43667,0.52296,0.61,0.40803,0.48898,0.84729,0.56954,0.68119,0.55196,0.17759,0.26872,0.76735,0.34615,0.47709,0.76837,0.34772,0.47877
26,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-207-article_output,0.67532,0.63804,0.65615,0.45752,0.4321,0.44445,0.40789,0.38509,0.39616,0.38411,0.3625,0.37299,0.64286,0.60736,0.62461,0.43522,0.21935,0.29169,0.43672,0.38968,0.41186,0.43975,0.39267,0.41488
27,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-195-article_output,0.82143,0.83133,0.82635,0.77108,0.78049,0.77576,0.7561,0.76543,0.76074,0.75309,0.7625,0.75777,0.82143,0.83133,0.82635,0.65355,0.35508,0.46015,0.67355,0.68998,0.68167,0.67694,0.69326,0.685
28,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-171-article_output,0.65217,0.37975,0.48,0.44444,0.25641,0.3252,0.38636,0.22078,0.28099,0.34884,0.19737,0.2521,0.63043,0.36709,0.464,0.52835,0.14316,0.22528,0.36908,0.12399,0.18562,0.37963,0.12979,0.19344
29,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-188-article_output,0.78968,0.78656,0.78812,0.69721,0.69444,0.69582,0.688,0.68526,0.68663,0.68273,0.68,0.68136,0.77778,0.7747,0.77624,0.57103,0.2739,0.37022,0.60036,0.59561,0.59798,0.60188,0.59714,0.5995
30,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-140-article_output,0.64912,0.56061,0.60163,0.44643,0.38462,0.41323,0.36364,0.3125,0.33614,0.2963,0.25397,0.27351,0.61404,0.5303,0.56911,0.49321,0.22845,0.31226,0.41353,0.30769,0.35284,0.42131,0.31493,0.36043
31,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-227-article_output,0.70412,0.72587,0.71483,0.4803,0.49516,0.48762,0.3797,0.39147,0.3855,0.32957,0.33981,0.33461,0.69288,0.71429,0.70342,0.36072,0.19482,0.253,0.47693,0.50687,0.49144,0.47777,0.50771,0.49229
32,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-212-article_output,0.48344,0.62931,0.54681,0.40667,0.53043,0.46038,0.38926,0.50877,0.44106,0.37162,0.48673,0.42146,0.47682,0.62069,0.53933,0.3885,0.25577,0.30846,0.23656,0.40165,0.29775,0.23974,0.40545,0.30131
33,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-228-article_output,0.68212,0.57064,0.62142,0.50166,0.41944,0.45688,0.46667,0.38997,0.42489,0.44482,0.37151,0.40487,0.65894,0.55125,0.6003,0.40972,0.16904,0.23934,0.45035,0.315,0.37071,0.45187,0.31641,0.3722
34,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-222-article_output,0.66871,0.61236,0.6393,0.54321,0.49718,0.51918,0.50311,0.46023,0.48072,0.4875,0.44571,0.46567,0.65031,0.59551,0.6217,0.51671,0.22098,0.30957,0.46247,0.38761,0.42174,0.46495,0.39008,0.42424
35,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-193-article_output,0.74046,0.4686,0.57397,0.51538,0.32524,0.39881,0.44186,0.27805,0.34132,0.39844,0.25,0.30723,0.67939,0.42995,0.52663,0.46299,0.15137,0.22815,0.45297,0.1809,0.25855,0.45726,0.18363,0.26203
36,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-153-article_output,0.69478,0.70325,0.69899,0.52419,0.53061,0.52738,0.45344,0.45902,0.45621,0.39837,0.40329,0.40081,0.6506,0.65854,0.65455,0.43644,0.21384,0.28704,0.46603,0.47748,0.47169,0.46784,0.4793,0.4735
37,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-197-article_output,0.81081,0.17647,0.28985,0.52778,0.11243,0.18537,0.45714,0.09524,0.15764,0.44118,0.08982,0.14925,0.7027,0.15294,0.25121,0.53056,0.05742,0.10363,0.62012,0.02875,0.05495,0.62963,0.03041,0.05802
38,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-115-article_output,0.96825,0.53982,0.69318,0.82258,0.45536,0.58621,0.77049,0.42342,0.54651,0.71667,0.39091,0.50588,0.8254,0.46018,0.59091,0.70771,0.19034,0.3,0.81669,0.25205,0.38521,0.82134,0.25699,0.39149
39,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-160-article_output,0.75,0.79245,0.77064,0.7027,0.74286,0.72222,0.7,0.74038,0.71962,0.69725,0.73786,0.71698,0.75,0.79245,0.77064,0.58797,0.34491,0.43478,0.56242,0.62821,0.5935,0.56583,0.63139,0.59681
40,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-132-article_output,0.86166,0.60221,0.70894,0.6746,0.47091,0.55465,0.55378,0.38611,0.45499,0.476,0.33148,0.39081,0.82213,0.57459,0.67642,0.48855,0.16433,0.24594,0.73872,0.3604,0.48445,0.73965,0.36171,0.48583
41,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-111-article_output,0.74468,0.79545,0.76923,0.62393,0.66667,0.64459,0.55794,0.59633,0.5765,0.51293,0.54839,0.53007,0.71915,0.76818,0.74286,0.4917,0.26095,0.34095,0.5222,0.59601,0.55667,0.52407,0.5978,0.55851
42,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-100-article_output,0.9375,0.6,0.73171,0.77419,0.4898,0.6,0.63333,0.39583,0.48718,0.51724,0.31915,0.39474,0.8125,0.52,0.63415,0.68384,0.22456,0.3381,0.76411,0.30939,0.44044,0.77419,0.32025,0.45308
43,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-191-article_output,0.64024,0.58333,0.61046,0.52147,0.47486,0.49707,0.5,0.45506,0.47647,0.48447,0.44068,0.46154,0.63415,0.57778,0.60465,0.34512,0.16374,0.2221,0.41568,0.34488,0.37698,0.41843,0.34754,0.3797
44,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-201-article_output,0.76712,0.52582,0.62395,0.64138,0.43868,0.52101,0.5625,0.38389,0.45634,0.51748,0.35238,0.41926,0.75342,0.51643,0.61281,0.50186,0.17244,0.25668,0.56967,0.26707,0.36365,0.57232,0.26946,0.36641
45,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-202-article_output,0.74167,0.61806,0.67425,0.59664,0.4965,0.54198,0.54237,0.4507,0.4923,0.52137,0.43262,0.47287,0.69167,0.57639,0.62879,0.52983,0.21363,0.30449,0.55028,0.3816,0.45067,0.55338,0.38481,0.45395
46,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-136-article_output,0.92201,0.84224,0.88032,0.85196,0.77806,0.81333,0.81232,0.74169,0.7754,0.7809,0.71282,0.74531,0.91365,0.83461,0.87234,0.60236,0.2575,0.36077,0.84191,0.70237,0.76584,0.84235,0.70307,0.76643
47,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-152-article_output,0.57544,0.68333,0.62476,0.36972,0.43933,0.40153,0.29682,0.35294,0.32246,0.23759,0.2827,0.25819,0.50526,0.6,0.54857,0.32218,0.18126,0.232,0.25589,0.36109,0.29952,0.25811,0.36374,0.30195
48,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-146-article_output,0.81967,0.57252,0.67416,0.6044,0.42146,0.49662,0.47514,0.33077,0.39002,0.38889,0.27027,0.31891,0.79781,0.55725,0.65618,0.49931,0.16826,0.2517,0.66889,0.32579,0.43817,0.67051,0.32764,0.44019
49,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-128-article_output,0.75484,0.70909,0.73125,0.57929,0.54407,0.56113,0.51299,0.48171,0.49686,0.4658,0.43731,0.45111,0.73226,0.68788,0.70938,0.42373,0.19125,0.26355,0.55515,0.4898,0.52043,0.55643,0.49112,0.52174
50,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-226-article_output,1.0,0.37968,0.55039,0.98571,0.37097,0.53906,0.97101,0.36216,0.52756,0.95588,0.35326,0.51587,1.0,0.37968,0.55039,0.89092,0.15882,0.26958,1.0,0.14289,0.25005,1.0,0.14536,0.25382
51,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-113-article_output,0.77778,0.57534,0.66142,0.59851,0.44231,0.50869,0.52985,0.39118,0.45008,0.46816,0.3453,0.39745,0.76667,0.56712,0.65197,0.46263,0.16167,0.23961,0.60011,0.32806,0.42422,0.60144,0.32942,0.42568
52,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-226-article_output,0.72165,0.37433,0.49296,0.48958,0.25269,0.33333,0.42105,0.21622,0.28572,0.39362,0.20109,0.26619,0.65979,0.34225,0.45071,0.41868,0.10197,0.164,0.45812,0.12265,0.1935,0.46359,0.12533,0.19732
53,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-208-article_output,0.49333,0.59438,0.53916,0.2408,0.29032,0.26325,0.15101,0.18219,0.16514,0.10101,0.12195,0.1105,0.46333,0.55823,0.50637,0.29836,0.17713,0.22229,0.23226,0.33738,0.27512,0.234,0.33945,0.27703
54,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-136-article_output,1.0,0.18321,0.30968,0.95775,0.17347,0.29374,0.91429,0.16368,0.27765,0.88406,0.15641,0.26579,1.0,0.18321,0.30968,0.77562,0.0665,0.1225,1.0,0.03318,0.06423,1.0,0.03393,0.06563
55,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-152-article_output,0.46939,0.19167,0.27219,0.16495,0.06695,0.09524,0.11458,0.04622,0.06587,0.08421,0.03376,0.0482,0.43878,0.17917,0.25444,0.28422,0.05498,0.09214,0.20745,0.03438,0.05898,0.21258,0.03565,0.06106
56,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-95-article_output,0.80108,0.52465,0.63405,0.55676,0.36396,0.44017,0.47826,0.31206,0.37768,0.43169,0.28114,0.34052,0.75269,0.49296,0.59575,0.44669,0.14169,0.21514,0.61122,0.26168,0.36647,0.61323,0.26351,0.36862
57,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-201-article_output,0.86139,0.8169,0.83856,0.82587,0.78302,0.80387,0.795,0.75355,0.77372,0.76382,0.72381,0.74328,0.85149,0.80751,0.82892,0.61961,0.29455,0.39929,0.7306,0.65692,0.6918,0.73188,0.6584,0.6932
58,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-112-article_output,0.63636,0.58947,0.61202,0.40571,0.37566,0.39011,0.3046,0.28191,0.29282,0.23121,0.2139,0.22222,0.50568,0.46842,0.48634,0.31879,0.13463,0.18931,0.28227,0.24211,0.26065,0.28629,0.24576,0.26448
59,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-166-article_output,0.11111,0.06897,0.08511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111,0.06897,0.08511,0.09899,0.03133,0.0476,0.00654,0.00246,0.00358,0.01765,0.00691,0.00993
60,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-97-article_output,0.75281,0.63208,0.68718,0.55682,0.46667,0.50777,0.45977,0.38462,0.41885,0.39535,0.3301,0.35979,0.69663,0.58491,0.6359,0.49769,0.18859,0.27353,0.45276,0.3186,0.37401,0.45954,0.32451,0.3804
61,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-195-article_output,0.73973,0.6506,0.69231,0.70833,0.62195,0.66234,0.70423,0.61728,0.65789,0.7,0.6125,0.65333,0.73973,0.6506,0.69231,0.64982,0.30682,0.41683,0.53881,0.4161,0.46957,0.54407,0.42152,0.47502
62,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-110-article_output,0.77778,0.75207,0.76471,0.64378,0.62241,0.63291,0.57759,0.55833,0.5678,0.51515,0.49791,0.50638,0.76496,0.73967,0.7521,0.54135,0.24872,0.34084,0.50846,0.47533,0.49134,0.51073,0.47759,0.4936
63,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-138-article_output,0.82381,0.65038,0.72689,0.68421,0.53962,0.60337,0.60577,0.47727,0.5339,0.53623,0.42205,0.47234,0.81429,0.64286,0.71849,0.51924,0.20136,0.29019,0.65541,0.40809,0.50299,0.65704,0.40991,0.50485
64,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-218-article_output,0.99451,0.72112,0.83603,0.97238,0.704,0.81671,0.96111,0.69478,0.80653,0.94972,0.68548,0.79625,0.99451,0.72112,0.83603,0.69558,0.24121,0.3582,0.9878,0.51857,0.6801,0.98787,0.52016,0.68149
65,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-207-article_output,0.74016,0.57669,0.64828,0.53175,0.41358,0.46528,0.464,0.36025,0.4056,0.43548,0.3375,0.38028,0.71654,0.55828,0.62759,0.51275,0.21311,0.30108,0.53193,0.32235,0.40143,0.53525,0.32548,0.4048
66,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-207-article_output,0.84553,0.63804,0.72728,0.68852,0.51852,0.59155,0.65289,0.49068,0.56028,0.625,0.46875,0.53571,0.80488,0.60736,0.69231,0.56498,0.22743,0.32431,0.68039,0.38665,0.49309,0.68302,0.38967,0.49623
67,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-229-article_output,0.75517,0.9332,0.8348,0.71338,0.88189,0.78874,0.69856,0.86391,0.77249,0.6853,0.84783,0.75795,0.75517,0.9332,0.8348,0.47038,0.28722,0.35666,0.57555,0.87925,0.6957,0.57612,0.87946,0.69618
68,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-161-article_output,0.62366,0.51786,0.56586,0.44565,0.36937,0.40394,0.42857,0.35455,0.38806,0.42222,0.34862,0.38191,0.58065,0.48214,0.52683,0.35982,0.15762,0.21921,0.35554,0.24469,0.28988,0.3611,0.24941,0.29504
69,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-124-article_output,0.82278,0.65,0.72626,0.65385,0.51515,0.57627,0.51948,0.40816,0.45714,0.42105,0.3299,0.36994,0.72152,0.57,0.63687,0.49168,0.19194,0.2761,0.46446,0.28909,0.35637,0.47293,0.2959,0.36403
70,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-202-article_output,0.71154,0.25694,0.37755,0.45098,0.16084,0.23711,0.38,0.1338,0.19791,0.34694,0.12057,0.17895,0.67308,0.24306,0.35715,0.51659,0.09026,0.15367,0.47134,0.0607,0.10755,0.48003,0.06332,0.11188
71,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-123-article_output,0.72222,0.63312,0.67474,0.49814,0.43648,0.46528,0.40299,0.35294,0.37631,0.32584,0.28525,0.3042,0.7,0.61364,0.65398,0.42107,0.17942,0.25162,0.45147,0.34678,0.39226,0.45348,0.34864,0.39421
72,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-171-article_output,0.88889,0.60759,0.7218,0.79245,0.53846,0.64122,0.69231,0.46753,0.55814,0.64706,0.43421,0.51969,0.85185,0.58228,0.69173,0.69441,0.22088,0.33515,0.74214,0.34469,0.47074,0.74663,0.35074,0.47727
73,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-103-article_output,0.67105,0.68227,0.67661,0.44554,0.45302,0.44925,0.36424,0.37037,0.36728,0.32558,0.33108,0.32831,0.61842,0.62876,0.62355,0.37994,0.1859,0.24965,0.43747,0.45225,0.44474,0.43899,0.45377,0.44626
74,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-182-article_output,0.81595,0.71505,0.76218,0.71605,0.62703,0.66859,0.68944,0.60326,0.64348,0.66875,0.5847,0.62391,0.80982,0.70968,0.75645,0.34675,0.15702,0.21616,0.62728,0.48137,0.54472,0.62948,0.48378,0.5471
